id,forecast_log_id,date,store_id,product_id,predicted,actual,created_at
1,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR001,SKU1001,41.91,52.0,2025-11-04 11:05:37.223876
2,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR001,SKU1002,117.56,108.0,2025-11-04 11:05:37.223876
3,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR001,SKU1003,47.2,59.0,2025-11-04 11:05:37.223876
4,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR001,SKU1004,41.96,52.0,2025-11-04 11:05:37.223876
5,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR001,SKU1005,56.7,64.0,2025-11-04 11:05:37.223876
6,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR002,SKU1001,8.25,7.0,2025-11-04 11:05:37.223876
7,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR002,SKU1002,16.16,15.0,2025-11-04 11:05:37.223876
8,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR002,SKU1003,10.87,11.0,2025-11-04 11:05:37.223876
9,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR002,SKU1004,18.33,20.0,2025-11-04 11:05:37.223876
10,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR002,SKU1005,12.86,11.0,2025-11-04 11:05:37.223876
11,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR003,SKU1001,12.45,14.0,2025-11-04 11:05:37.223876
12,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR003,SKU1002,22.49,22.0,2025-11-04 11:05:37.223876
13,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR003,SKU1003,19.54,19.0,2025-11-04 11:05:37.223876
14,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR003,SKU1004,23.16,28.0,2025-11-04 11:05:37.223876
15,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR003,SKU1005,20.64,21.0,2025-11-04 11:05:37.223876
16,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR004,SKU1001,119.67,113.0,2025-11-04 11:05:37.223876
17,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR004,SKU1002,45.32,53.0,2025-11-04 11:05:37.223876
18,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR004,SKU1003,82.58,102.0,2025-11-04 11:05:37.223876
19,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR004,SKU1004,77.51,68.0,2025-11-04 11:05:37.223876
20,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR004,SKU1005,70.68,86.0,2025-11-04 11:05:37.223876
21,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR005,SKU1001,20.82,21.0,2025-11-04 11:05:37.223876
22,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR005,SKU1002,17.25,19.0,2025-11-04 11:05:37.223876
23,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR005,SKU1003,6.76,7.0,2025-11-04 11:05:37.223876
24,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR005,SKU1004,7.03,7.0,2025-11-04 11:05:37.223876
25,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR005,SKU1005,19.54,22.0,2025-11-04 11:05:37.223876
26,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR006,SKU1001,269.91,261.0,2025-11-04 11:05:37.223876
27,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR006,SKU1002,163.07,187.0,2025-11-04 11:05:37.223876
28,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR006,SKU1003,229.71,277.0,2025-11-04 11:05:37.223876
29,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR006,SKU1004,190.69,229.0,2025-11-04 11:05:37.223876
30,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR006,SKU1005,184.42,155.0,2025-11-04 11:05:37.223876
31,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR007,SKU1001,294.2,262.0,2025-11-04 11:05:37.223876
32,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR007,SKU1002,151.69,163.0,2025-11-04 11:05:37.223876
33,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR007,SKU1003,154.48,158.0,2025-11-04 11:05:37.223876
34,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR007,SKU1004,275.87,239.0,2025-11-04 11:05:37.223876
35,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR007,SKU1005,149.02,184.0,2025-11-04 11:05:37.223876
36,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR008,SKU1001,75.92,89.0,2025-11-04 11:05:37.223876
37,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR008,SKU1002,121.16,109.0,2025-11-04 11:05:37.223876
38,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR008,SKU1003,108.26,96.0,2025-11-04 11:05:37.223876
39,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR008,SKU1004,58.81,62.0,2025-11-04 11:05:37.223876
40,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR008,SKU1005,70.57,81.0,2025-11-04 11:05:37.223876
41,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR009,SKU1001,60.54,71.0,2025-11-04 11:05:37.223876
42,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR009,SKU1002,61.43,65.0,2025-11-04 11:05:37.223876
43,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR009,SKU1003,87.48,75.0,2025-11-04 11:05:37.223876
44,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR009,SKU1004,86.87,74.0,2025-11-04 11:05:37.223876
45,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR009,SKU1005,84.07,95.0,2025-11-04 11:05:37.223876
46,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR010,SKU1001,58.17,70.0,2025-11-04 11:05:37.223876
47,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR010,SKU1002,123.59,105.0,2025-11-04 11:05:37.223876
48,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR010,SKU1003,57.82,53.0,2025-11-04 11:05:37.223876
49,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR010,SKU1004,75.53,77.0,2025-11-04 11:05:37.223876
50,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-01,STR010,SKU1005,57.27,55.0,2025-11-04 11:05:37.223876
51,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR001,SKU1001,89.88,85.0,2025-11-04 11:05:37.223876
52,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR001,SKU1002,119.4,106.0,2025-11-04 11:05:37.223876
53,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR001,SKU1003,65.2,65.0,2025-11-04 11:05:37.223876
54,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR001,SKU1004,97.46,85.0,2025-11-04 11:05:37.223876
55,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR001,SKU1005,106.16,106.0,2025-11-04 11:05:37.223876
56,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR002,SKU1001,20.69,20.0,2025-11-04 11:05:37.223876
57,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR002,SKU1002,29.19,25.0,2025-11-04 11:05:37.223876
58,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR002,SKU1003,6.69,7.0,2025-11-04 11:05:37.223876
59,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR002,SKU1004,22.57,19.0,2025-11-04 11:05:37.223876
60,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR002,SKU1005,18.06,18.0,2025-11-04 11:05:37.223876
61,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR003,SKU1001,20.4,20.0,2025-11-04 11:05:37.223876
62,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR003,SKU1002,9.47,8.0,2025-11-04 11:05:37.223876
63,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR003,SKU1003,21.99,24.0,2025-11-04 11:05:37.223876
64,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR003,SKU1004,15.38,15.0,2025-11-04 11:05:37.223876
65,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR003,SKU1005,25.37,27.0,2025-11-04 11:05:37.223876
66,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR004,SKU1001,83.01,74.0,2025-11-04 11:05:37.223876
67,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR004,SKU1002,74.32,91.0,2025-11-04 11:05:37.223876
68,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR004,SKU1003,77.69,80.0,2025-11-04 11:05:37.223876
69,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR004,SKU1004,99.66,94.0,2025-11-04 11:05:37.223876
70,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR004,SKU1005,81.01,89.0,2025-11-04 11:05:37.223876
71,254005b3-4529-4a3f-9c8c-c297b00ff3ed,2025-07-02,STR005,SKU1001,10.59,10.0,2025-11-04 11:05:37.223876
