date,product_id,predicted,store_id,created_at,forecast_log_id
2025-08-01,SKU1001,68.40044617628547,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-02,SKU1001,70.82832302651514,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-03,SKU1001,74.54727831300292,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-04,SKU1001,75.43183374651959,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-05,SKU1001,75.50538959205863,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-06,SKU1001,71.10318264314196,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-07,SKU1001,69.51955699836337,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-08,SKU1001,79.20681851591532,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-09,SKU1001,76.39394592447192,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-10,SKU1001,80.79711012286002,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-11,SKU1001,84.8227529974416,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-12,SKU1001,83.72673908985958,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-13,SKU1001,70.87935343880119,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-14,SKU1001,69.2957277940226,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-15,SKU1001,67.69703175058525,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-16,SKU1001,77.49762694965047,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-17,SKU1001,82.89726274911328,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-18,SKU1001,84.8227529974416,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-19,SKU1001,83.72673908985958,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-20,SKU1001,79.14594414110216,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-21,SKU1001,69.2957277940226,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-22,SKU1001,67.69703175058525,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-23,SKU1001,68.40768101535497,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-24,SKU1001,82.89726274911328,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-25,SKU1001,84.8227529974416,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-26,SKU1001,83.72673908985958,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-27,SKU1001,79.14594414110216,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-28,SKU1001,77.56231849632357,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-29,SKU1001,67.69703175058525,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-30,SKU1001,68.40768101535497,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-31,SKU1001,73.80731681481778,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-01,SKU1002,71.29781489430434,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-02,SKU1002,69.09330765223496,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-03,SKU1002,76.33538162900392,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-04,SKU1002,80.59562350460673,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-05,SKU1002,80.50186803314796,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-06,SKU1002,78.3986321716285,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-07,SKU1002,72.85381719163153,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-08,SKU1002,79.06244777120679,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-09,SKU1002,79.46324392703428,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-10,SKU1002,76.13267673027721,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-11,SKU1002,79.53750749760945,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-12,SKU1002,78.62167566087697,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-13,SKU1002,76.39717593632326,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-14,SKU1002,75.71630447531787,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-15,SKU1002,71.03129194385342,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-16,SKU1002,79.46324392703428,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-17,SKU1002,84.8628797264971,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-18,SKU1002,79.53750749760945,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-19,SKU1002,78.62167566087697,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-20,SKU1002,76.39717593632326,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-21,SKU1002,72.62998798729076,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-22,SKU1002,71.03129194385342,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-23,SKU1002,71.25784345178168,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-24,SKU1002,84.8628797264971,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-25,SKU1002,88.26771049382934,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-26,SKU1002,77.87586777909625,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-27,SKU1002,79.48349242435037,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-28,SKU1002,72.62998798729076,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-29,SKU1002,71.03129194385342,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-30,SKU1002,71.25784345178168,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-31,SKU1002,76.6574792512445,STR001,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-01,SKU1001,69.70525321264378,STR002,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-02,SKU1001,71.69825092189097,STR002,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-03,SKU1001,78.07599403783763,STR002,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-04,SKU1001,75.88477720450861,STR002,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
2025-08-05,SKU1001,79.62406476494185,STR002,2025-09-02 14:29:35.531063,87e7fff9-064d-41a3-89f0-9c59e74acbcd
